,Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Label
31022,172.16.0.1-192.168.10.50-55656-80-6,172.16.0.1,55656.0,192.168.10.50,80.0,6.0,6/7/2017 9:33,Web Attack – Brute Force
31231,172.16.0.1-192.168.10.50-55694-80-6,172.16.0.1,55694.0,192.168.10.50,80.0,6.0,6/7/2017 9:33,Web Attack – Brute Force
31292,172.16.0.1-192.168.10.50-55714-80-6,172.16.0.1,55714.0,192.168.10.50,80.0,6.0,6/7/2017 9:33,Web Attack – Brute Force
31362,172.16.0.1-192.168.10.50-55734-80-6,172.16.0.1,55734.0,192.168.10.50,80.0,6.0,6/7/2017 9:33,Web Attack – Brute Force
31393,172.16.0.1-192.168.10.50-55772-80-6,172.16.0.1,55772.0,192.168.10.50,80.0,6.0,6/7/2017 9:33,Web Attack – Brute Force
31397,172.16.0.1-192.168.10.50-55792-80-6,172.16.0.1,55792.0,192.168.10.50,80.0,6.0,6/7/2017 9:33,Web Attack – Brute Force
31415,172.16.0.1-192.168.10.50-55830-80-6,172.16.0.1,55830.0,192.168.10.50,80.0,6.0,6/7/2017 9:33,Web Attack – Brute Force
31454,172.16.0.1-192.168.10.50-55850-80-6,172.16.0.1,55850.0,192.168.10.50,80.0,6.0,6/7/2017 9:33,Web Attack – Brute Force
31460,172.16.0.1-192.168.10.50-55870-80-6,172.16.0.1,55870.0,192.168.10.50,80.0,6.0,6/7/2017 9:33,Web Attack – Brute Force
31508,172.16.0.1-192.168.10.50-55364-80-6,172.16.0.1,55364.0,192.168.10.50,80.0,6.0,6/7/2017 9:33,Web Attack – Brute Force
31580,172.16.0.1-192.168.10.50-55908-80-6,172.16.0.1,55908.0,192.168.10.50,80.0,6.0,6/7/2017 9:33,Web Attack – Brute Force
31582,172.16.0.1-192.168.10.50-55928-80-6,172.16.0.1,55928.0,192.168.10.50,80.0,6.0,6/7/2017 9:33,Web Attack – Brute Force
31583,172.16.0.1-192.168.10.50-55948-80-6,172.16.0.1,55948.0,192.168.10.50,80.0,6.0,6/7/2017 9:33,Web Attack – Brute Force
31586,172.16.0.1-192.168.10.50-55830-80-6,172.16.0.1,55830.0,192.168.10.50,80.0,6.0,6/7/2017 9:33,Web Attack – Brute Force
31590,172.16.0.1-192.168.10.50-55986-80-6,172.16.0.1,55986.0,192.168.10.50,80.0,6.0,6/7/2017 9:33,Web Attack – Brute Force
31591,172.16.0.1-192.168.10.50-56006-80-6,172.16.0.1,56006.0,192.168.10.50,80.0,6.0,6/7/2017 9:33,Web Attack – Brute Force
31597,172.16.0.1-192.168.10.50-56044-80-6,172.16.0.1,56044.0,192.168.10.50,80.0,6.0,6/7/2017 9:34,Web Attack – Brute Force
31599,172.16.0.1-192.168.10.50-56064-80-6,172.16.0.1,56064.0,192.168.10.50,80.0,6.0,6/7/2017 9:34,Web Attack – Brute Force
31601,172.16.0.1-192.168.10.50-56084-80-6,172.16.0.1,56084.0,192.168.10.50,80.0,6.0,6/7/2017 9:34,Web Attack – Brute Force
31618,172.16.0.1-192.168.10.50-56122-80-6,172.16.0.1,56122.0,192.168.10.50,80.0,6.0,6/7/2017 9:34,Web Attack – Brute Force
31628,172.16.0.1-192.168.10.50-56142-80-6,172.16.0.1,56142.0,192.168.10.50,80.0,6.0,6/7/2017 9:34,Web Attack – Brute Force
31654,172.16.0.1-192.168.10.50-56180-80-6,172.16.0.1,56180.0,192.168.10.50,80.0,6.0,6/7/2017 9:34,Web Attack – Brute Force
31688,172.16.0.1-192.168.10.50-56200-80-6,172.16.0.1,56200.0,192.168.10.50,80.0,6.0,6/7/2017 9:34,Web Attack – Brute Force
31714,172.16.0.1-192.168.10.50-56220-80-6,172.16.0.1,56220.0,192.168.10.50,80.0,6.0,6/7/2017 9:34,Web Attack – Brute Force
31727,172.16.0.1-192.168.10.50-56258-80-6,172.16.0.1,56258.0,192.168.10.50,80.0,6.0,6/7/2017 9:34,Web Attack – Brute Force
31730,172.16.0.1-192.168.10.50-56278-80-6,172.16.0.1,56278.0,192.168.10.50,80.0,6.0,6/7/2017 9:34,Web Attack – Brute Force
31731,172.16.0.1-192.168.10.50-56298-80-6,172.16.0.1,56298.0,192.168.10.50,80.0,6.0,6/7/2017 9:34,Web Attack – Brute Force
31741,172.16.0.1-192.168.10.50-56336-80-6,172.16.0.1,56336.0,192.168.10.50,80.0,6.0,6/7/2017 9:34,Web Attack – Brute Force
31742,172.16.0.1-192.168.10.50-56356-80-6,172.16.0.1,56356.0,192.168.10.50,80.0,6.0,6/7/2017 9:34,Web Attack – Brute Force
31747,172.16.0.1-192.168.10.50-55850-80-6,172.16.0.1,55850.0,192.168.10.50,80.0,6.0,6/7/2017 9:34,Web Attack – Brute Force
31749,172.16.0.1-192.168.10.50-56394-80-6,172.16.0.1,56394.0,192.168.10.50,80.0,6.0,6/7/2017 9:34,Web Attack – Brute Force
31750,172.16.0.1-192.168.10.50-56414-80-6,172.16.0.1,56414.0,192.168.10.50,80.0,6.0,6/7/2017 9:34,Web Attack – Brute Force
31756,172.16.0.1-192.168.10.50-56434-80-6,172.16.0.1,56434.0,192.168.10.50,80.0,6.0,6/7/2017 9:34,Web Attack – Brute Force
31760,172.16.0.1-192.168.10.50-56336-80-6,172.16.0.1,56336.0,192.168.10.50,80.0,6.0,6/7/2017 9:34,Web Attack – Brute Force
31763,172.16.0.1-192.168.10.50-56472-80-6,172.16.0.1,56472.0,192.168.10.50,80.0,6.0,6/7/2017 9:34,Web Attack – Brute Force
31766,172.16.0.1-192.168.10.50-56492-80-6,172.16.0.1,56492.0,192.168.10.50,80.0,6.0,6/7/2017 9:34,Web Attack – Brute Force
31772,172.16.0.1-192.168.10.50-56530-80-6,172.16.0.1,56530.0,192.168.10.50,80.0,6.0,6/7/2017 9:34,Web Attack – Brute Force
31775,172.16.0.1-192.168.10.50-56550-80-6,172.16.0.1,56550.0,192.168.10.50,80.0,6.0,6/7/2017 9:34,Web Attack – Brute Force
31787,172.16.0.1-192.168.10.50-56570-80-6,172.16.0.1,56570.0,192.168.10.50,80.0,6.0,6/7/2017 9:34,Web Attack – Brute Force
31813,172.16.0.1-192.168.10.50-56590-80-6,172.16.0.1,56590.0,192.168.10.50,80.0,6.0,6/7/2017 9:34,Web Attack – Brute Force
31877,172.16.0.1-192.168.10.50-56610-80-6,172.16.0.1,56610.0,192.168.10.50,80.0,6.0,6/7/2017 9:34,Web Attack – Brute Force
31955,172.16.0.1-192.168.10.50-56630-80-6,172.16.0.1,56630.0,192.168.10.50,80.0,6.0,6/7/2017 9:34,Web Attack – Brute Force
32118,172.16.0.1-192.168.10.50-56668-80-6,172.16.0.1,56668.0,192.168.10.50,80.0,6.0,6/7/2017 9:34,Web Attack – Brute Force
32190,172.16.0.1-192.168.10.50-56688-80-6,172.16.0.1,56688.0,192.168.10.50,80.0,6.0,6/7/2017 9:34,Web Attack – Brute Force
32203,172.16.0.1-192.168.10.50-56708-80-6,172.16.0.1,56708.0,192.168.10.50,80.0,6.0,6/7/2017 9:34,Web Attack – Brute Force
32225,172.16.0.1-192.168.10.50-56746-80-6,172.16.0.1,56746.0,192.168.10.50,80.0,6.0,6/7/2017 9:34,Web Attack – Brute Force
32251,172.16.0.1-192.168.10.50-56766-80-6,172.16.0.1,56766.0,192.168.10.50,80.0,6.0,6/7/2017 9:34,Web Attack – Brute Force
32287,172.16.0.1-192.168.10.50-56804-80-6,172.16.0.1,56804.0,192.168.10.50,80.0,6.0,6/7/2017 9:34,Web Attack – Brute Force
32291,172.16.0.1-192.168.10.50-56824-80-6,172.16.0.1,56824.0,192.168.10.50,80.0,6.0,6/7/2017 9:34,Web Attack – Brute Force
32299,172.16.0.1-192.168.10.50-56844-80-6,172.16.0.1,56844.0,192.168.10.50,80.0,6.0,6/7/2017 9:34,Web Attack – Brute Force
32307,172.16.0.1-192.168.10.50-56356-80-6,172.16.0.1,56356.0,192.168.10.50,80.0,6.0,6/7/2017 9:34,Web Attack – Brute Force
32315,172.16.0.1-192.168.10.50-56882-80-6,172.16.0.1,56882.0,192.168.10.50,80.0,6.0,6/7/2017 9:34,Web Attack – Brute Force
32318,172.16.0.1-192.168.10.50-56902-80-6,172.16.0.1,56902.0,192.168.10.50,80.0,6.0,6/7/2017 9:34,Web Attack – Brute Force
32323,172.16.0.1-192.168.10.50-56922-80-6,172.16.0.1,56922.0,192.168.10.50,80.0,6.0,6/7/2017 9:34,Web Attack – Brute Force
32334,172.16.0.1-192.168.10.50-56804-80-6,172.16.0.1,56804.0,192.168.10.50,80.0,6.0,6/7/2017 9:35,Web Attack – Brute Force
32336,172.16.0.1-192.168.10.50-56960-80-6,172.16.0.1,56960.0,192.168.10.50,80.0,6.0,6/7/2017 9:35,Web Attack – Brute Force
32342,172.16.0.1-192.168.10.50-56980-80-6,172.16.0.1,56980.0,192.168.10.50,80.0,6.0,6/7/2017 9:35,Web Attack – Brute Force
32346,172.16.0.1-192.168.10.50-57000-80-6,172.16.0.1,57000.0,192.168.10.50,80.0,6.0,6/7/2017 9:35,Web Attack – Brute Force
32362,172.16.0.1-192.168.10.50-57038-80-6,172.16.0.1,57038.0,192.168.10.50,80.0,6.0,6/7/2017 9:35,Web Attack – Brute Force
32365,172.16.0.1-192.168.10.50-57058-80-6,172.16.0.1,57058.0,192.168.10.50,80.0,6.0,6/7/2017 9:35,Web Attack – Brute Force
32385,172.16.0.1-192.168.10.50-57096-80-6,172.16.0.1,57096.0,192.168.10.50,80.0,6.0,6/7/2017 9:35,Web Attack – Brute Force
32393,172.16.0.1-192.168.10.50-57116-80-6,172.16.0.1,57116.0,192.168.10.50,80.0,6.0,6/7/2017 9:35,Web Attack – Brute Force
32408,172.16.0.1-192.168.10.50-57154-80-6,172.16.0.1,57154.0,192.168.10.50,80.0,6.0,6/7/2017 9:35,Web Attack – Brute Force
32427,172.16.0.1-192.168.10.50-57174-80-6,172.16.0.1,57174.0,192.168.10.50,80.0,6.0,6/7/2017 9:35,Web Attack – Brute Force
32447,172.16.0.1-192.168.10.50-57194-80-6,172.16.0.1,57194.0,192.168.10.50,80.0,6.0,6/7/2017 9:35,Web Attack – Brute Force
32455,172.16.0.1-192.168.10.50-57232-80-6,172.16.0.1,57232.0,192.168.10.50,80.0,6.0,6/7/2017 9:35,Web Attack – Brute Force
32457,172.16.0.1-192.168.10.50-57252-80-6,172.16.0.1,57252.0,192.168.10.50,80.0,6.0,6/7/2017 9:35,Web Attack – Brute Force
32458,172.16.0.1-192.168.10.50-57272-80-6,172.16.0.1,57272.0,192.168.10.50,80.0,6.0,6/7/2017 9:35,Web Attack – Brute Force
32466,172.16.0.1-192.168.10.50-57310-80-6,172.16.0.1,57310.0,192.168.10.50,80.0,6.0,6/7/2017 9:35,Web Attack – Brute Force
32473,172.16.0.1-192.168.10.50-57330-80-6,172.16.0.1,57330.0,192.168.10.50,80.0,6.0,6/7/2017 9:35,Web Attack – Brute Force
32475,172.16.0.1-192.168.10.50-57350-80-6,172.16.0.1,57350.0,192.168.10.50,80.0,6.0,6/7/2017 9:35,Web Attack – Brute Force
32478,172.16.0.1-192.168.10.50-56824-80-6,172.16.0.1,56824.0,192.168.10.50,80.0,6.0,6/7/2017 9:35,Web Attack – Brute Force
32482,172.16.0.1-192.168.10.50-57388-80-6,172.16.0.1,57388.0,192.168.10.50,80.0,6.0,6/7/2017 9:35,Web Attack – Brute Force
32491,172.16.0.1-192.168.10.50-57408-80-6,172.16.0.1,57408.0,192.168.10.50,80.0,6.0,6/7/2017 9:35,Web Attack – Brute Force
32530,172.16.0.1-192.168.10.50-57446-80-6,172.16.0.1,57446.0,192.168.10.50,80.0,6.0,6/7/2017 9:35,Web Attack – Brute Force
32534,172.16.0.1-192.168.10.50-57310-80-6,172.16.0.1,57310.0,192.168.10.50,80.0,6.0,6/7/2017 9:35,Web Attack – Brute Force
32539,172.16.0.1-192.168.10.50-57466-80-6,172.16.0.1,57466.0,192.168.10.50,80.0,6.0,6/7/2017 9:35,Web Attack – Brute Force
32554,172.16.0.1-192.168.10.50-57486-80-6,172.16.0.1,57486.0,192.168.10.50,80.0,6.0,6/7/2017 9:35,Web Attack – Brute Force
32683,172.16.0.1-192.168.10.50-57524-80-6,172.16.0.1,57524.0,192.168.10.50,80.0,6.0,6/7/2017 9:35,Web Attack – Brute Force
32774,172.16.0.1-192.168.10.50-57544-80-6,172.16.0.1,57544.0,192.168.10.50,80.0,6.0,6/7/2017 9:35,Web Attack – Brute Force
32910,172.16.0.1-192.168.10.50-57582-80-6,172.16.0.1,57582.0,192.168.10.50,80.0,6.0,6/7/2017 9:35,Web Attack – Brute Force
32912,172.16.0.1-192.168.10.50-57602-80-6,172.16.0.1,57602.0,192.168.10.50,80.0,6.0,6/7/2017 9:35,Web Attack – Brute Force
32931,172.16.0.1-192.168.10.50-57622-80-6,172.16.0.1,57622.0,192.168.10.50,80.0,6.0,6/7/2017 9:35,Web Attack – Brute Force
32977,172.16.0.1-192.168.10.50-57660-80-6,172.16.0.1,57660.0,192.168.10.50,80.0,6.0,6/7/2017 9:35,Web Attack – Brute Force
32996,172.16.0.1-192.168.10.50-57680-80-6,172.16.0.1,57680.0,192.168.10.50,80.0,6.0,6/7/2017 9:35,Web Attack – Brute Force
33019,172.16.0.1-192.168.10.50-57700-80-6,172.16.0.1,57700.0,192.168.10.50,80.0,6.0,6/7/2017 9:35,Web Attack – Brute Force
33075,172.16.0.1-192.168.10.50-57738-80-6,172.16.0.1,57738.0,192.168.10.50,80.0,6.0,6/7/2017 9:35,Web Attack – Brute Force
33091,172.16.0.1-192.168.10.50-57758-80-6,172.16.0.1,57758.0,192.168.10.50,80.0,6.0,6/7/2017 9:35,Web Attack – Brute Force
33149,172.16.0.1-192.168.10.50-57796-80-6,172.16.0.1,57796.0,192.168.10.50,80.0,6.0,6/7/2017 9:35,Web Attack – Brute Force
33171,172.16.0.1-192.168.10.50-57816-80-6,172.16.0.1,57816.0,192.168.10.50,80.0,6.0,6/7/2017 9:35,Web Attack – Brute Force
33223,172.16.0.1-192.168.10.50-57836-80-6,172.16.0.1,57836.0,192.168.10.50,80.0,6.0,6/7/2017 9:35,Web Attack – Brute Force
33350,172.16.0.1-192.168.10.50-57330-80-6,172.16.0.1,57330.0,192.168.10.50,80.0,6.0,6/7/2017 9:36,Web Attack – Brute Force
33418,172.16.0.1-192.168.10.50-57874-80-6,172.16.0.1,57874.0,192.168.10.50,80.0,6.0,6/7/2017 9:36,Web Attack – Brute Force
33524,172.16.0.1-192.168.10.50-57894-80-6,172.16.0.1,57894.0,192.168.10.50,80.0,6.0,6/7/2017 9:36,Web Attack – Brute Force
33628,172.16.0.1-192.168.10.50-57914-80-6,172.16.0.1,57914.0,192.168.10.50,80.0,6.0,6/7/2017 9:36,Web Attack – Brute Force
33927,172.16.0.1-192.168.10.50-57796-80-6,172.16.0.1,57796.0,192.168.10.50,80.0,6.0,6/7/2017 9:36,Web Attack – Brute Force
33958,172.16.0.1-192.168.10.50-57952-80-6,172.16.0.1,57952.0,192.168.10.50,80.0,6.0,6/7/2017 9:36,Web Attack – Brute Force
34009,172.16.0.1-192.168.10.50-57972-80-6,172.16.0.1,57972.0,192.168.10.50,80.0,6.0,6/7/2017 9:36,Web Attack – Brute Force
34017,172.16.0.1-192.168.10.50-57992-80-6,172.16.0.1,57992.0,192.168.10.50,80.0,6.0,6/7/2017 9:36,Web Attack – Brute Force
34044,172.16.0.1-192.168.10.50-58030-80-6,172.16.0.1,58030.0,192.168.10.50,80.0,6.0,6/7/2017 9:36,Web Attack – Brute Force
34052,172.16.0.1-192.168.10.50-58050-80-6,172.16.0.1,58050.0,192.168.10.50,80.0,6.0,6/7/2017 9:36,Web Attack – Brute Force
34072,172.16.0.1-192.168.10.50-58088-80-6,172.16.0.1,58088.0,192.168.10.50,80.0,6.0,6/7/2017 9:36,Web Attack – Brute Force
34075,172.16.0.1-192.168.10.50-58108-80-6,172.16.0.1,58108.0,192.168.10.50,80.0,6.0,6/7/2017 9:36,Web Attack – Brute Force
34078,172.16.0.1-192.168.10.50-58128-80-6,172.16.0.1,58128.0,192.168.10.50,80.0,6.0,6/7/2017 9:36,Web Attack – Brute Force
34084,172.16.0.1-192.168.10.50-58166-80-6,172.16.0.1,58166.0,192.168.10.50,80.0,6.0,6/7/2017 9:36,Web Attack – Brute Force
34089,172.16.0.1-192.168.10.50-58186-80-6,172.16.0.1,58186.0,192.168.10.50,80.0,6.0,6/7/2017 9:36,Web Attack – Brute Force
34090,172.16.0.1-192.168.10.50-58206-80-6,172.16.0.1,58206.0,192.168.10.50,80.0,6.0,6/7/2017 9:36,Web Attack – Brute Force
34095,172.16.0.1-192.168.10.50-58244-80-6,172.16.0.1,58244.0,192.168.10.50,80.0,6.0,6/7/2017 9:36,Web Attack – Brute Force
34099,172.16.0.1-192.168.10.50-58264-80-6,172.16.0.1,58264.0,192.168.10.50,80.0,6.0,6/7/2017 9:36,Web Attack – Brute Force
34102,172.16.0.1-192.168.10.50-58284-80-6,172.16.0.1,58284.0,192.168.10.50,80.0,6.0,6/7/2017 9:36,Web Attack – Brute Force
34125,172.16.0.1-192.168.10.50-58322-80-6,172.16.0.1,58322.0,192.168.10.50,80.0,6.0,6/7/2017 9:36,Web Attack – Brute Force
34130,172.16.0.1-192.168.10.50-58342-80-6,172.16.0.1,58342.0,192.168.10.50,80.0,6.0,6/7/2017 9:36,Web Attack – Brute Force
34132,172.16.0.1-192.168.10.50-58362-80-6,172.16.0.1,58362.0,192.168.10.50,80.0,6.0,6/7/2017 9:36,Web Attack – Brute Force
34134,172.16.0.1-192.168.10.50-57816-80-6,172.16.0.1,57816.0,192.168.10.50,80.0,6.0,6/7/2017 9:36,Web Attack – Brute Force
34140,172.16.0.1-192.168.10.50-58400-80-6,172.16.0.1,58400.0,192.168.10.50,80.0,6.0,6/7/2017 9:36,Web Attack – Brute Force
34141,172.16.0.1-192.168.10.50-58420-80-6,172.16.0.1,58420.0,192.168.10.50,80.0,6.0,6/7/2017 9:36,Web Attack – Brute Force
34142,172.16.0.1-192.168.10.50-58440-80-6,172.16.0.1,58440.0,192.168.10.50,80.0,6.0,6/7/2017 9:36,Web Attack – Brute Force
34151,172.16.0.1-192.168.10.50-58322-80-6,172.16.0.1,58322.0,192.168.10.50,80.0,6.0,6/7/2017 9:36,Web Attack – Brute Force
34162,172.16.0.1-192.168.10.50-58478-80-6,172.16.0.1,58478.0,192.168.10.50,80.0,6.0,6/7/2017 9:36,Web Attack – Brute Force
34167,172.16.0.1-192.168.10.50-58498-80-6,172.16.0.1,58498.0,192.168.10.50,80.0,6.0,6/7/2017 9:36,Web Attack – Brute Force
34174,172.16.0.1-192.168.10.50-58536-80-6,172.16.0.1,58536.0,192.168.10.50,80.0,6.0,6/7/2017 9:36,Web Attack – Brute Force
34177,172.16.0.1-192.168.10.50-58560-80-6,172.16.0.1,58560.0,192.168.10.50,80.0,6.0,6/7/2017 9:36,Web Attack – Brute Force
34181,172.16.0.1-192.168.10.50-58580-80-6,172.16.0.1,58580.0,192.168.10.50,80.0,6.0,6/7/2017 9:36,Web Attack – Brute Force
34191,172.16.0.1-192.168.10.50-58618-80-6,172.16.0.1,58618.0,192.168.10.50,80.0,6.0,6/7/2017 9:36,Web Attack – Brute Force
34194,172.16.0.1-192.168.10.50-58638-80-6,172.16.0.1,58638.0,192.168.10.50,80.0,6.0,6/7/2017 9:36,Web Attack – Brute Force
34201,172.16.0.1-192.168.10.50-58676-80-6,172.16.0.1,58676.0,192.168.10.50,80.0,6.0,6/7/2017 9:36,Web Attack – Brute Force
34203,172.16.0.1-192.168.10.50-58696-80-6,172.16.0.1,58696.0,192.168.10.50,80.0,6.0,6/7/2017 9:36,Web Attack – Brute Force
34206,172.16.0.1-192.168.10.50-58716-80-6,172.16.0.1,58716.0,192.168.10.50,80.0,6.0,6/7/2017 9:36,Web Attack – Brute Force
34210,172.16.0.1-192.168.10.50-58754-80-6,172.16.0.1,58754.0,192.168.10.50,80.0,6.0,6/7/2017 9:36,Web Attack – Brute Force
34214,172.16.0.1-192.168.10.50-58774-80-6,172.16.0.1,58774.0,192.168.10.50,80.0,6.0,6/7/2017 9:37,Web Attack – Brute Force
34218,172.16.0.1-192.168.10.50-58794-80-6,172.16.0.1,58794.0,192.168.10.50,80.0,6.0,6/7/2017 9:37,Web Attack – Brute Force
34248,172.16.0.1-192.168.10.50-58832-80-6,172.16.0.1,58832.0,192.168.10.50,80.0,6.0,6/7/2017 9:37,Web Attack – Brute Force
34254,172.16.0.1-192.168.10.50-58852-80-6,172.16.0.1,58852.0,192.168.10.50,80.0,6.0,6/7/2017 9:37,Web Attack – Brute Force
34256,172.16.0.1-192.168.10.50-58342-80-6,172.16.0.1,58342.0,192.168.10.50,80.0,6.0,6/7/2017 9:37,Web Attack – Brute Force
34257,172.16.0.1-192.168.10.50-58872-80-6,172.16.0.1,58872.0,192.168.10.50,80.0,6.0,6/7/2017 9:37,Web Attack – Brute Force
34287,172.16.0.1-192.168.10.50-58910-80-6,172.16.0.1,58910.0,192.168.10.50,80.0,6.0,6/7/2017 9:37,Web Attack – Brute Force
34290,172.16.0.1-192.168.10.50-58930-80-6,172.16.0.1,58930.0,192.168.10.50,80.0,6.0,6/7/2017 9:37,Web Attack – Brute Force
34302,172.16.0.1-192.168.10.50-58950-80-6,172.16.0.1,58950.0,192.168.10.50,80.0,6.0,6/7/2017 9:37,Web Attack – Brute Force
34356,172.16.0.1-192.168.10.50-58794-80-6,172.16.0.1,58794.0,192.168.10.50,80.0,6.0,6/7/2017 9:37,Web Attack – Brute Force
34528,172.16.0.1-192.168.10.50-58988-80-6,172.16.0.1,58988.0,192.168.10.50,80.0,6.0,6/7/2017 9:37,Web Attack – Brute Force
34531,172.16.0.1-192.168.10.50-59008-80-6,172.16.0.1,59008.0,192.168.10.50,80.0,6.0,6/7/2017 9:37,Web Attack – Brute Force
34566,172.16.0.1-192.168.10.50-59046-80-6,172.16.0.1,59046.0,192.168.10.50,80.0,6.0,6/7/2017 9:37,Web Attack – Brute Force
34584,172.16.0.1-192.168.10.50-59066-80-6,172.16.0.1,59066.0,192.168.10.50,80.0,6.0,6/7/2017 9:37,Web Attack – Brute Force
34700,172.16.0.1-192.168.10.50-59086-80-6,172.16.0.1,59086.0,192.168.10.50,80.0,6.0,6/7/2017 9:37,Web Attack – Brute Force
35176,172.16.0.1-192.168.10.50-59124-80-6,172.16.0.1,59124.0,192.168.10.50,80.0,6.0,6/7/2017 9:37,Web Attack – Brute Force
35207,172.16.0.1-192.168.10.50-59144-80-6,172.16.0.1,59144.0,192.168.10.50,80.0,6.0,6/7/2017 9:37,Web Attack – Brute Force
35231,172.16.0.1-192.168.10.50-59164-80-6,172.16.0.1,59164.0,192.168.10.50,80.0,6.0,6/7/2017 9:37,Web Attack – Brute Force
35287,172.16.0.1-192.168.10.50-59202-80-6,172.16.0.1,59202.0,192.168.10.50,80.0,6.0,6/7/2017 9:37,Web Attack – Brute Force
35297,172.16.0.1-192.168.10.50-59222-80-6,172.16.0.1,59222.0,192.168.10.50,80.0,6.0,6/7/2017 9:37,Web Attack – Brute Force
35305,172.16.0.1-192.168.10.50-59242-80-6,172.16.0.1,59242.0,192.168.10.50,80.0,6.0,6/7/2017 9:37,Web Attack – Brute Force
35321,172.16.0.1-192.168.10.50-59280-80-6,172.16.0.1,59280.0,192.168.10.50,80.0,6.0,6/7/2017 9:37,Web Attack – Brute Force
35326,172.16.0.1-192.168.10.50-59300-80-6,172.16.0.1,59300.0,192.168.10.50,80.0,6.0,6/7/2017 9:37,Web Attack – Brute Force
35339,172.16.0.1-192.168.10.50-59338-80-6,172.16.0.1,59338.0,192.168.10.50,80.0,6.0,6/7/2017 9:37,Web Attack – Brute Force
35342,172.16.0.1-192.168.10.50-59358-80-6,172.16.0.1,59358.0,192.168.10.50,80.0,6.0,6/7/2017 9:37,Web Attack – Brute Force
35356,172.16.0.1-192.168.10.50-58832-80-6,172.16.0.1,58832.0,192.168.10.50,80.0,6.0,6/7/2017 9:37,Web Attack – Brute Force
35359,172.16.0.1-192.168.10.50-59378-80-6,172.16.0.1,59378.0,192.168.10.50,80.0,6.0,6/7/2017 9:37,Web Attack – Brute Force
35675,172.16.0.1-192.168.10.50-59416-80-6,172.16.0.1,59416.0,192.168.10.50,80.0,6.0,6/7/2017 9:37,Web Attack – Brute Force
35766,172.16.0.1-192.168.10.50-59436-80-6,172.16.0.1,59436.0,192.168.10.50,80.0,6.0,6/7/2017 9:37,Web Attack – Brute Force
35789,172.16.0.1-192.168.10.50-59300-80-6,172.16.0.1,59300.0,192.168.10.50,80.0,6.0,6/7/2017 9:37,Web Attack – Brute Force
35829,172.16.0.1-192.168.10.50-59456-80-6,172.16.0.1,59456.0,192.168.10.50,80.0,6.0,6/7/2017 9:37,Web Attack – Brute Force
36211,172.16.0.1-192.168.10.50-59494-80-6,172.16.0.1,59494.0,192.168.10.50,80.0,6.0,6/7/2017 9:37,Web Attack – Brute Force
36237,172.16.0.1-192.168.10.50-59514-80-6,172.16.0.1,59514.0,192.168.10.50,80.0,6.0,6/7/2017 9:37,Web Attack – Brute Force
36247,172.16.0.1-192.168.10.50-59534-80-6,172.16.0.1,59534.0,192.168.10.50,80.0,6.0,6/7/2017 9:37,Web Attack – Brute Force
36303,172.16.0.1-192.168.10.50-59572-80-6,172.16.0.1,59572.0,192.168.10.50,80.0,6.0,6/7/2017 9:37,Web Attack – Brute Force
36318,172.16.0.1-192.168.10.50-59592-80-6,172.16.0.1,59592.0,192.168.10.50,80.0,6.0,6/7/2017 9:37,Web Attack – Brute Force
36338,172.16.0.1-192.168.10.50-59630-80-6,172.16.0.1,59630.0,192.168.10.50,80.0,6.0,6/7/2017 9:37,Web Attack – Brute Force
36365,172.16.0.1-192.168.10.50-59650-80-6,172.16.0.1,59650.0,192.168.10.50,80.0,6.0,6/7/2017 9:37,Web Attack – Brute Force
36400,172.16.0.1-192.168.10.50-59670-80-6,172.16.0.1,59670.0,192.168.10.50,80.0,6.0,6/7/2017 9:37,Web Attack – Brute Force
36451,172.16.0.1-192.168.10.50-59708-80-6,172.16.0.1,59708.0,192.168.10.50,80.0,6.0,6/7/2017 9:38,Web Attack – Brute Force
36462,172.16.0.1-192.168.10.50-59728-80-6,172.16.0.1,59728.0,192.168.10.50,80.0,6.0,6/7/2017 9:38,Web Attack – Brute Force
36473,172.16.0.1-192.168.10.50-59748-80-6,172.16.0.1,59748.0,192.168.10.50,80.0,6.0,6/7/2017 9:38,Web Attack – Brute Force
36487,172.16.0.1-192.168.10.50-59786-80-6,172.16.0.1,59786.0,192.168.10.50,80.0,6.0,6/7/2017 9:38,Web Attack – Brute Force
36507,172.16.0.1-192.168.10.50-59806-80-6,172.16.0.1,59806.0,192.168.10.50,80.0,6.0,6/7/2017 9:38,Web Attack – Brute Force
36510,172.16.0.1-192.168.10.50-59826-80-6,172.16.0.1,59826.0,192.168.10.50,80.0,6.0,6/7/2017 9:38,Web Attack – Brute Force
36518,172.16.0.1-192.168.10.50-59338-80-6,172.16.0.1,59338.0,192.168.10.50,80.0,6.0,6/7/2017 9:38,Web Attack – Brute Force
36520,172.16.0.1-192.168.10.50-59864-80-6,172.16.0.1,59864.0,192.168.10.50,80.0,6.0,6/7/2017 9:38,Web Attack – Brute Force
36528,172.16.0.1-192.168.10.50-59884-80-6,172.16.0.1,59884.0,192.168.10.50,80.0,6.0,6/7/2017 9:38,Web Attack – Brute Force
36534,172.16.0.1-192.168.10.50-59904-80-6,172.16.0.1,59904.0,192.168.10.50,80.0,6.0,6/7/2017 9:38,Web Attack – Brute Force
